time,co2,site,lat,lon
2017-01-01,411.1,YON2028,24.4667,123.0106
2017-02-01,411.9,YON2028,24.4667,123.0106
2017-03-01,413.96,YON2028,24.4667,123.0106
2017-04-01,413.21,YON2028,24.4667,123.0106
2017-05-01,411.6,YON2028,24.4667,123.0106
2017-06-01,408.93,YON2028,24.4667,123.0106
2017-07-01,408.01,YON2028,24.4667,123.0106
2017-08-01,405.68,YON2028,24.4667,123.0106
2017-09-01,404.81,YON2028,24.4667,123.0106
2017-10-01,407.27,YON2028,24.4667,123.0106
2017-11-01,409.22,YON2028,24.4667,123.0106
2017-12-01,411.48,YON2028,24.4667,123.0106
2018-01-01,412.88,YON2028,24.4667,123.0106
2018-02-01,414.85,YON2028,24.4667,123.0106
2018-03-01,413.65,YON2028,24.4667,123.0106
2018-04-01,414.36,YON2028,24.4667,123.0106
2018-05-01,413.81,YON2028,24.4667,123.0106
2018-06-01,410.9,YON2028,24.4667,123.0106
2018-07-01,409.2,YON2028,24.4667,123.0106
2018-08-01,407.5,YON2028,24.4667,123.0106
2018-09-01,406.88,YON2028,24.4667,123.0106
2018-10-01,411.8,YON2028,24.4667,123.0106
2018-11-01,412.87,YON2028,24.4667,123.0106
2018-12-01,415.26,YON2028,24.4667,123.0106
2019-01-01,417.75,YON2028,24.4667,123.0106
2019-02-01,417.43,YON2028,24.4667,123.0106
2019-03-01,418.54,YON2028,24.4667,123.0106
2019-04-01,418.01,YON2028,24.4667,123.0106
2019-05-01,417.33,YON2028,24.4667,123.0106
2019-06-01,413.88,YON2028,24.4667,123.0106
2019-07-01,411.83,YON2028,24.4667,123.0106
2019-08-01,410.52,YON2028,24.4667,123.0106
2019-09-01,409.25,YON2028,24.4667,123.0106
2019-10-01,413.69,YON2028,24.4667,123.0106
2019-11-01,414.66,YON2028,24.4667,123.0106
2019-12-01,418.06,YON2028,24.4667,123.0106
2020-01-01,421.03,YON2028,24.4667,123.0106
2020-02-01,418.7,YON2028,24.4667,123.0106
2020-03-01,420.88,YON2028,24.4667,123.0106
2020-04-01,420.77,YON2028,24.4667,123.0106
2020-05-01,418.77,YON2028,24.4667,123.0106
2020-06-01,416.53,YON2028,24.4667,123.0106
2020-07-01,415.12,YON2028,24.4667,123.0106
2020-08-01,413.26,YON2028,24.4667,123.0106
2020-09-01,412.94,YON2028,24.4667,123.0106
2020-10-01,414.58,YON2028,24.4667,123.0106
2020-11-01,417.15,YON2028,24.4667,123.0106
2020-12-01,420.09,YON2028,24.4667,123.0106
2021-01-01,421.45,YON2028,24.4667,123.0106
2021-02-01,420.97,YON2028,24.4667,123.0106
2021-03-01,422.88,YON2028,24.4667,123.0106
2021-04-01,422.86,YON2028,24.4667,123.0106
2021-05-01,420.63,YON2028,24.4667,123.0106
2021-06-01,418.05,YON2028,24.4667,123.0106
2021-07-01,417.06,YON2028,24.4667,123.0106
2021-08-01,414.38,YON2028,24.4667,123.0106
2021-09-01,415.14,YON2028,24.4667,123.0106
2021-10-01,416.93,YON2028,24.4667,123.0106
2021-11-01,420.49,YON2028,24.4667,123.0106
2021-12-01,422.05,YON2028,24.4667,123.0106
2022-01-01,423.61,YON2028,24.4667,123.0106
2022-02-01,424.39,YON2028,24.4667,123.0106
2022-03-01,425.14,YON2028,24.4667,123.0106
2022-04-01,423.74,YON2028,24.4667,123.0106
2022-05-01,423.62,YON2028,24.4667,123.0106
2022-06-01,421.24,YON2028,24.4667,123.0106
2022-07-01,419.65,YON2028,24.4667,123.0106
2022-08-01,417.76,YON2028,24.4667,123.0106
2022-09-01,416.19,YON2028,24.4667,123.0106
2022-10-01,419.4,YON2028,24.4667,123.0106
2022-11-01,422.5,YON2028,24.4667,123.0106
2022-12-01,424.68,YON2028,24.4667,123.0106
2023-01-01,425.83,YON2028,24.4667,123.0106
2023-02-01,425.4,YON2028,24.4667,123.0106
2023-03-01,426.23,YON2028,24.4667,123.0106
2023-04-01,427.0,YON2028,24.4667,123.0106
2023-05-01,426.1,YON2028,24.4667,123.0106
2023-06-01,423.68,YON2028,24.4667,123.0106
2023-07-01,421.73,YON2028,24.4667,123.0106
2023-08-01,420.48,YON2028,24.4667,123.0106
2023-09-01,418.22,YON2028,24.4667,123.0106
2023-10-01,424.07,YON2028,24.4667,123.0106
2023-11-01,425.7,YON2028,24.4667,123.0106
2023-12-01,428.38,YON2028,24.4667,123.0106
2024-01-01,430.6,YON2028,24.4667,123.0106
2024-02-01,431.37,YON2028,24.4667,123.0106
2024-03-01,431.48,YON2028,24.4667,123.0106
